============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
Building Cython extensions...
running build_ext
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/base_mcts_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/alphazero_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/guidedrollout_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/ReProver/common_cy.cpython-310-x86_64-linux-gnu.so -> ReProver
Starting training run with distributed environment...
wandb: Currently logged in as: gerbennkoopman to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run niagybp5
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in /gpfs/home1/gkoopman/lean_reinforcement/wandb/run-20260116_172304-niagybp5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run ruby-valley-85
wandb: ⭐️ View project at https://wandb.ai/gerbennkoopman-university-of-amsterdam/lean-reinforcement
wandb: 🚀 View run at https://wandb.ai/gerbennkoopman-university-of-amsterdam/lean-reinforcement/runs/niagybp5
2026-01-16 17:23:06.491 | INFO     | lean_reinforcement.training.trainer:_setup_models:56 - Using checkpoint directory: /gpfs/scratch1/shared/lean-reinforcement/checkpoints
2026-01-16 17:43:26.280 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Submonoid.LocalizationMap.ofMulEquivOfDom_id
2026-01-16 17:43:26.558 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:43:45.125 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MeasureTheory.condexpL1_zero
2026-01-16 17:43:45.401 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:43:45.492 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp
2026-01-16 17:43:45.823 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:43:52.869 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: exact maximals_Ioc_eq_singleton a b hab
2026-01-16 17:43:52.936 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown identifier 'maximals_Ioc_eq_singleton'")
2026-01-16 17:43:52.936 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 152.42s.
2026-01-16 17:43:52.936 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown identifier 'maximals_Ioc_eq_singleton'")
2026-01-16 17:43:53.069 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:43:57.079 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: exact measurable_exponentialPDFReal r
2026-01-16 17:43:57.152 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:43:57.152 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 124.71s.
2026-01-16 17:43:57.152 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:43:57.285 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:43:58.644 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: LinearEquiv.coe_mk
2026-01-16 17:43:58.934 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:44:01.707 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MeasureTheory.upperCrossingTime_lt_succ
2026-01-16 17:44:01.993 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:44:04.824 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: ENNReal.toReal_lt_of_lt_ofReal
2026-01-16 17:44:05.096 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:44:47.519 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: exact ratio_ne_zero f
2026-01-16 17:44:47.592 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:44:47.593 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 630.36s.
2026-01-16 17:44:47.593 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:44:47.725 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:44:52.319 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: QuotientMap.id
2026-01-16 17:44:52.646 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:45:14.419 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [condexpL1]
2026-01-16 17:45:14.547 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 1 steps and 89.42s.
2026-01-16 17:45:14.682 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:45:17.478 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [← LinearMap.range_top_iff_surjective]
2026-01-16 17:45:17.650 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.132628\nR : Type u\nK : Type u'\nM : Type v\nV : Type v'\nM₂ : Type w\nV₂ : Type w'\nM₃ : Type y\nV₃ : Type y'\nM₄ : Type z\nι : Type x\nM₅ : Type u_1\nM₆ : Type u_2\nS : Type u_3\ninst✝¹³ : Semiring R\ninst✝¹² : Semiring S\ninst✝¹¹ : AddCommMonoid M\ninst✝¹⁰ : AddCommMonoid M₂\ninst✝⁹ : AddCommMonoid M₃\ninst✝⁸ : AddCommMonoid M₄\ninst✝⁷ : AddCommMonoid M₅\ninst✝⁶ : AddCommMonoid M₆\ninst✝⁵ : Module R M\ninst✝⁴ : Module R M₂\ninst✝³ : Module R M₃\ninst✝² : Module R M₄\ninst✝¹ : Module R M₅\ninst✝ : Module R M₆\nf : M →ₗ[R] M₂\n⊢ Function.Surjective ⇑(LinearMap.fst R M M₂)")
2026-01-16 17:45:17.651 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 255.88s.
2026-01-16 17:45:17.651 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.132628\nR : Type u\nK : Type u'\nM : Type v\nV : Type v'\nM₂ : Type w\nV₂ : Type w'\nM₃ : Type y\nV₃ : Type y'\nM₄ : Type z\nι : Type x\nM₅ : Type u_1\nM₆ : Type u_2\nS : Type u_3\ninst✝¹³ : Semiring R\ninst✝¹² : Semiring S\ninst✝¹¹ : AddCommMonoid M\ninst✝¹⁰ : AddCommMonoid M₂\ninst✝⁹ : AddCommMonoid M₃\ninst✝⁸ : AddCommMonoid M₄\ninst✝⁷ : AddCommMonoid M₅\ninst✝⁶ : AddCommMonoid M₆\ninst✝⁵ : Module R M\ninst✝⁴ : Module R M₂\ninst✝³ : Module R M₃\ninst✝² : Module R M₄\ninst✝¹ : Module R M₅\ninst✝ : Module R M₆\nf : M →ₗ[R] M₂\n⊢ Function.Surjective ⇑(LinearMap.fst R M M₂)")
2026-01-16 17:45:17.797 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:45:20.561 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Polynomial.isNilpotent_iterate_newtonMap_sub_of_isNilpotent
2026-01-16 17:45:20.853 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:45:33.408 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: ite_eq_mem_stdSimplex
2026-01-16 17:45:33.682 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:45:49.557 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: exact quotientMap_id
2026-01-16 17:45:49.623 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown identifier 'quotientMap_id'")
2026-01-16 17:45:49.623 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 57.30s.
2026-01-16 17:45:49.623 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown identifier 'quotientMap_id'")
2026-01-16 17:45:49.755 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:09.303 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: lift a to ℝ≥0 using h
2026-01-16 17:46:09.381 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='type mismatch\n  h\nhas type\n  a < ENNReal.ofReal b : Prop\nbut is expected to have type\n  a ≠ ⊤ : Prop')
2026-01-16 17:46:09.382 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 124.56s.
2026-01-16 17:46:09.382 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='type mismatch\n  h\nhas type\n  a < ENNReal.ofReal b : Prop\nbut is expected to have type\n  a ≠ ⊤ : Prop')
2026-01-16 17:46:09.515 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:21.813 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [newtonMap_apply, iterate_succ']
2026-01-16 17:46:21.927 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  ?P.newtonMap ?x\nR : Type u_1\nS : Type u_2\ninst✝² : CommRing R\ninst✝¹ : CommRing S\ninst✝ : Algebra R S\nP : R[X]\nx : S\nh : IsNilpotent ((Polynomial.aeval x) P)\nn : ℕ\n⊢ IsNilpotent (P.newtonMap^[n] x - x)")
2026-01-16 17:46:21.927 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 61.37s.
2026-01-16 17:46:21.927 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  ?P.newtonMap ?x\nR : Type u_1\nS : Type u_2\ninst✝² : CommRing R\ninst✝¹ : CommRing S\ninst✝ : Algebra R S\nP : R[X]\nx : S\nh : IsNilpotent ((Polynomial.aeval x) P)\nn : ℕ\n⊢ IsNilpotent (P.newtonMap^[n] x - x)")
2026-01-16 17:46:22.061 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:25.231 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: HahnSeries.C_one
2026-01-16 17:46:25.502 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:46:29.113 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: ONote.lt_def
2026-01-16 17:46:29.397 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:46:33.807 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [Function.RightInverse.eq_iff] at left_inv
2026-01-16 17:46:34.082 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.53999\nR : Type u_1\nR₁ : Type u_2\nR₂ : Type u_3\nR₃ : Type u_4\nk : Type u_5\nK : Type u_6\nS : Type u_7\nM : Type u_8\nM₁ : Type u_9\nM₂ : Type u_10\nM₃ : Type u_11\nN₁ : Type u_12\nN₂ : Type u_13\nN₃ : Type u_14\nN₄ : Type u_15\nι : Type u_16\nM₄ : Type u_17\ninst✝⁸ : Semiring R\ninst✝⁷ : Semiring S\ninst✝⁶ : AddCommMonoid M\ninst✝⁵ : AddCommMonoid M₁\ninst✝⁴ : AddCommMonoid M₂\ninst✝³ : Module R M\ninst✝² : Module S M₂\nσ : R →+* S\nσ' : S →+* R\ninst✝¹ : RingHomInvPair σ σ'\ninst✝ : RingHomInvPair σ' σ\nto_fun : M → M₂\ninv_fun : M₂ → M\nmap_add : ∀ (x y : M), to_fun (x + y) = to_fun x + to_fun y\nmap_smul :\n  ∀ (m : R) (x : M),\n    { toFun := to_fun, map_add' := map_add }.toFun (m • x) = σ m • { toFun := to_fun, map_add' := map_add }.toFun x\nleft_inv : Function.LeftInverse inv_fun { toFun := to_fun, map_add' := map_add, map_smul' := map_smul }.toFun\nright_inv : Function.RightInverse inv_fun { toFun := to_fun, map_add' := map_add, map_smul' := map_smul }.toFun\n⊢ ⇑{ toFun := to_fun, map_add' := map_add, map_smul' := map_smul, invFun := inv_fun, left_inv := left_inv,\n        right_inv := right_inv } =\n    to_fun")
2026-01-16 17:46:34.083 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 155.44s.
2026-01-16 17:46:34.083 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.53999\nR : Type u_1\nR₁ : Type u_2\nR₂ : Type u_3\nR₃ : Type u_4\nk : Type u_5\nK : Type u_6\nS : Type u_7\nM : Type u_8\nM₁ : Type u_9\nM₂ : Type u_10\nM₃ : Type u_11\nN₁ : Type u_12\nN₂ : Type u_13\nN₃ : Type u_14\nN₄ : Type u_15\nι : Type u_16\nM₄ : Type u_17\ninst✝⁸ : Semiring R\ninst✝⁷ : Semiring S\ninst✝⁶ : AddCommMonoid M\ninst✝⁵ : AddCommMonoid M₁\ninst✝⁴ : AddCommMonoid M₂\ninst✝³ : Module R M\ninst✝² : Module S M₂\nσ : R →+* S\nσ' : S →+* R\ninst✝¹ : RingHomInvPair σ σ'\ninst✝ : RingHomInvPair σ' σ\nto_fun : M → M₂\ninv_fun : M₂ → M\nmap_add : ∀ (x y : M), to_fun (x + y) = to_fun x + to_fun y\nmap_smul :\n  ∀ (m : R) (x : M),\n    { toFun := to_fun, map_add' := map_add }.toFun (m • x) = σ m • { toFun := to_fun, map_add' := map_add }.toFun x\nleft_inv : Function.LeftInverse inv_fun { toFun := to_fun, map_add' := map_add, map_smul' := map_smul }.toFun\nright_inv : Function.RightInverse inv_fun { toFun := to_fun, map_add' := map_add, map_smul' := map_smul }.toFun\n⊢ ⇑{ toFun := to_fun, map_add' := map_add, map_smul' := map_smul, invFun := inv_fun, left_inv := left_inv,\n        right_inv := right_inv } =\n    to_fun")
2026-01-16 17:46:34.215 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:42.532 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: NNReal.nndist_eq
2026-01-16 17:46:42.797 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:46:46.117 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: exact top_le_iff.mpr h
2026-01-16 17:46:46.213 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='application type mismatch\n  top_le_iff.mpr h\nargument\n  h\nhas type\n  a ⊔ radical α = ⊤ : Prop\nbut is expected to have type\n  a = ⊤ : Prop')
2026-01-16 17:46:46.213 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 1207.67s.
2026-01-16 17:46:46.213 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='application type mismatch\n  top_le_iff.mpr h\nargument\n  h\nhas type\n  a ⊔ radical α = ⊤ : Prop\nbut is expected to have type\n  a = ⊤ : Prop')
2026-01-16 17:46:46.346 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:46.486 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: swap
2026-01-16 17:46:46.902 | WARNING  | lean_reinforcement.agent.runner:run:103 - Proof search exceeded 1200.0s timeout after 1208.8s. Stopping.
2026-01-16 17:46:46.902 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 3 steps and 1208.77s.
2026-01-16 17:46:47.035 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:46:54.739 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: PartENat.withTopEquiv_symm_coe
2026-01-16 17:46:54.910 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Primrec.of_equiv
2026-01-16 17:46:55.019 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:46:55.195 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:47:01.358 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simpa only [ite_eq_right_iff, Finset.mem_univ, if_true] using ⟨i, rfl⟩
2026-01-16 17:47:01.466 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='application type mismatch\n  And.intro i\nargument\n  i\nhas type\n  ι : Type u_5\nbut is expected to have type\n  ∀ (x : ι), 0 ≤ (fun x => if i = x then 1 else 0) x : Prop')
2026-01-16 17:47:01.466 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 88.06s.
2026-01-16 17:47:01.466 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='application type mismatch\n  And.intro i\nargument\n  i\nhas type\n  ι : Type u_5\nbut is expected to have type\n  ∀ (x : ι), 0 ≤ (fun x => if i = x then 1 else 0) x : Prop')
2026-01-16 17:47:01.599 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:47:07.385 | INFO     | lean_reinforcement.training.trainer:_collect_data:315 - Completed 48/128 proofs
2026-01-16 17:47:08.707 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MulHom.comp_assoc
2026-01-16 17:47:08.996 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:47:11.640 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: WeierstrassCurve.baseChange_ψ₂
2026-01-16 17:47:11.929 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:48:10.664 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [withTopEquiv_symm_apply]
2026-01-16 17:48:10.732 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 1 steps and 75.99s.
2026-01-16 17:48:10.735 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: intros
2026-01-16 17:48:10.866 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:48:11.106 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 552s)...
2026-01-16 17:48:16.262 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: exact Primrec.of_equiv e.symm
2026-01-16 17:48:16.310 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: dsimp [actLeft]
2026-01-16 17:48:16.334 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='function expected at\n  of_equiv\nterm has type\n  Primrec ⇑?m.106811')
2026-01-16 17:48:16.334 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 81.42s.
2026-01-16 17:48:16.334 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='function expected at\n  of_equiv\nterm has type\n  Primrec ⇑?m.106811')
2026-01-16 17:48:16.467 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:48:16.785 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 585s)...
2026-01-16 17:48:17.094 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: push_neg
2026-01-16 17:48:17.472 | WARNING  | lean_reinforcement.agent.runner:run:103 - Proof search exceeded 1200.0s timeout after 1226.2s. Stopping.
2026-01-16 17:48:17.472 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 3 steps and 1226.23s.
2026-01-16 17:48:17.604 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:48:25.610 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Set.biUnion_of_singleton
2026-01-16 17:48:25.894 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:48:37.585 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: CategoryTheory.Bicategory.LeftLift.whisker_lift
2026-01-16 17:48:37.857 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:48:49.039 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: dist_midpoint_midpoint_le
2026-01-16 17:48:49.316 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:49:14.552 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: intros
2026-01-16 17:49:14.895 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 3: Running MCTS search for 200 iterations (max 489s)...
2026-01-16 17:49:14.901 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 3: Applying best tactic: simp [Step.append_left_comm]
2026-01-16 17:49:14.975 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:49:14.975 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 3 steps and 711.57s.
2026-01-16 17:49:14.975 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:49:15.108 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:49:46.334 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp
2026-01-16 17:49:46.403 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:49:46.403 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 80.79s.
2026-01-16 17:49:46.403 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:49:46.538 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:49:52.303 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [Bicategory.whisker_ext_iff]
2026-01-16 17:49:52.368 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:49:52.368 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 74.78s.
2026-01-16 17:49:52.368 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:49:52.501 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:49:53.297 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [baseChange, Polynomial.map_ψ₂]
2026-01-16 17:49:53.368 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown constant 'Polynomial.map_ψ₂'")
2026-01-16 17:49:53.368 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 161.73s.
2026-01-16 17:49:53.368 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown constant 'Polynomial.map_ψ₂'")
2026-01-16 17:49:53.503 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:50:00.123 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [Ico, ← Finset.mem_def]
2026-01-16 17:50:00.460 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:50:05.114 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: HahnSeries.SummableFamily.hsum_smul
2026-01-16 17:50:05.385 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:50:12.713 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MeasureTheory.Measure.restrict_eq_self_of_ae_mem
2026-01-16 17:50:12.986 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:50:15.423 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: FreeAbelianGroup.map_id
2026-01-16 17:50:15.691 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:50:32.242 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: apply le_antisymm
2026-01-16 17:50:32.579 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 597s)...
2026-01-16 17:51:00.400 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: cases nonempty_fintype ι'
2026-01-16 17:51:00.771 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 598s)...
2026-01-16 17:51:14.435 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: constructor
2026-01-16 17:51:14.909 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 592s)...
2026-01-16 17:51:45.711 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: simp [LocallyFiniteOrder.finsetIco]
2026-01-16 17:51:45.777 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
